"","LGA","Dates","Capacity","Installations"
"571","Augusta-Margaret River (S)","2014-03-01",114.5,5
"572","Augusta-Margaret River (S)","2014-04-01",11.03,4
"573","Augusta-Margaret River (S)","2014-05-01",20.832,6
"574","Augusta-Margaret River (S)","2014-06-01",12.25,3
"575","Augusta-Margaret River (S)","2014-07-01",20.62,6
"576","Augusta-Margaret River (S)","2014-08-01",16.178,4
"577","Augusta-Margaret River (S)","2014-09-01",17.6,6
"578","Augusta-Margaret River (S)","2014-10-01",35.71,13
"579","Augusta-Margaret River (S)","2014-11-01",103.32,7
"580","Augusta-Margaret River (S)","2014-12-01",33.882,10
"581","Augusta-Margaret River (S)","2015-01-01",32.693,13
"582","Augusta-Margaret River (S)","2015-02-01",13,4
"583","Augusta-Margaret River (S)","2015-03-01",27.08,7
"584","Augusta-Margaret River (S)","2015-04-01",25.7,7
"585","Augusta-Margaret River (S)","2015-05-01",26.6,6
"586","Augusta-Margaret River (S)","2015-06-01",64.38,11
"587","Augusta-Margaret River (S)","2015-07-01",55.51,13
"588","Augusta-Margaret River (S)","2015-08-01",67.21,14
"589","Augusta-Margaret River (S)","2015-09-01",23.995,5
"590","Augusta-Margaret River (S)","2015-10-01",38.526,8
"591","Augusta-Margaret River (S)","2015-11-01",35.72,9
"592","Augusta-Margaret River (S)","2015-12-01",47.44,10
"593","Augusta-Margaret River (S)","2016-01-01",59.4,7
"594","Augusta-Margaret River (S)","2016-02-01",22.4,7
"595","Augusta-Margaret River (S)","2016-03-01",61.8,9
"596","Augusta-Margaret River (S)","2016-04-01",50.722,16
"597","Augusta-Margaret River (S)","2016-05-01",66.744,12
"598","Augusta-Margaret River (S)","2016-06-01",58.54,12
"599","Augusta-Margaret River (S)","2016-07-01",41.32,6
"600","Augusta-Margaret River (S)","2016-08-01",93.87,11
"601","Augusta-Margaret River (S)","2016-09-01",58.885,14
"602","Augusta-Margaret River (S)","2016-10-01",35.243,6
"603","Augusta-Margaret River (S)","2016-11-01",27.094,7
"604","Augusta-Margaret River (S)","2016-12-01",116.23,11
"605","Augusta-Margaret River (S)","2017-01-01",39.574,9
"606","Augusta-Margaret River (S)","2017-02-01",59.273,11
"607","Augusta-Margaret River (S)","2017-03-01",82.959,15
"608","Augusta-Margaret River (S)","2017-04-01",78.442,15
"609","Augusta-Margaret River (S)","2017-05-01",57.355,8
"610","Augusta-Margaret River (S)","2017-06-01",163.443,20
"611","Augusta-Margaret River (S)","2017-07-01",65.86,11
"612","Augusta-Margaret River (S)","2017-08-01",104.262,12
"613","Augusta-Margaret River (S)","2017-09-01",99.253,14
"614","Augusta-Margaret River (S)","2017-10-01",150.792,11
"615","Augusta-Margaret River (S)","2017-11-01",166.455,31
"616","Augusta-Margaret River (S)","2017-12-01",191.74,16
"617","Augusta-Margaret River (S)","2018-01-01",79.478,19
"618","Augusta-Margaret River (S)","2018-02-01",127.775,20
"619","Augusta-Margaret River (S)","2018-03-01",109.133,14
"620","Augusta-Margaret River (S)","2018-04-01",123.445,18
"621","Augusta-Margaret River (S)","2018-05-01",132.847,21
"622","Augusta-Margaret River (S)","2018-06-01",132.115,16
"623","Augusta-Margaret River (S)","2018-07-01",90.62,16
"624","Augusta-Margaret River (S)","2018-08-01",146.79,20
"625","Augusta-Margaret River (S)","2018-09-01",175.47,23
"626","Augusta-Margaret River (S)","2018-10-01",121.215,16
"627","Augusta-Margaret River (S)","2018-11-01",148.825,28
"628","Augusta-Margaret River (S)","2018-12-01",169.405,29
"629","Augusta-Margaret River (S)","2019-01-01",93.415,17
"630","Augusta-Margaret River (S)","2019-02-01",60.63,11
"631","Augusta-Margaret River (S)","2019-03-01",99.455,19
"632","Augusta-Margaret River (S)","2019-04-01",125.93,16
"633","Augusta-Margaret River (S)","2019-05-01",102.265,19
"634","Augusta-Margaret River (S)","2019-06-01",64.425,12
"635","Augusta-Margaret River (S)","2019-07-01",108.145,19
"636","Augusta-Margaret River (S)","2019-08-01",109.89,16
"637","Augusta-Margaret River (S)","2019-09-01",154.34,13
"638","Augusta-Margaret River (S)","2019-10-01",241.735,16
"639","Augusta-Margaret River (S)","2019-11-01",148.59,25
"640","Augusta-Margaret River (S)","2019-12-01",119.73,18
"641","Bassendean (T)","2001-04-01",0,0
"642","Bassendean (T)","2001-05-01",0,0
"643","Bassendean (T)","2001-06-01",0,0
"644","Bassendean (T)","2001-07-01",0,0
"645","Bassendean (T)","2001-08-01",0,0
"646","Bassendean (T)","2001-09-01",0,0
"647","Bassendean (T)","2001-10-01",0,0
"648","Bassendean (T)","2001-11-01",0,0
"649","Bassendean (T)","2001-12-01",0,0
"650","Bassendean (T)","2002-01-01",0,0
"651","Bassendean (T)","2002-02-01",0,0
"652","Bassendean (T)","2002-03-01",0,0
"653","Bassendean (T)","2002-04-01",0,0
"654","Bassendean (T)","2002-05-01",0,0
"655","Bassendean (T)","2002-06-01",0,0
"656","Bassendean (T)","2002-07-01",0,0
"657","Bassendean (T)","2002-08-01",0,0
"658","Bassendean (T)","2002-09-01",0,0
"659","Bassendean (T)","2002-10-01",0,0
"660","Bassendean (T)","2002-11-01",0,0
"661","Bassendean (T)","2002-12-01",0,0
"662","Bassendean (T)","2004-01-01",0,0
"663","Bassendean (T)","2004-02-01",0,0
"664","Bassendean (T)","2004-03-01",0,0
"665","Bassendean (T)","2004-04-01",0,0
"666","Bassendean (T)","2004-05-01",0,0
"667","Bassendean (T)","2004-06-01",0,0
"668","Bassendean (T)","2004-07-01",0,0
"669","Bassendean (T)","2004-08-01",0,0
"670","Bassendean (T)","2004-09-01",0,0
"671","Bassendean (T)","2004-10-01",0,0
"672","Bassendean (T)","2004-11-01",0,0
"673","Bassendean (T)","2004-12-01",0,0
"674","Bassendean (T)","2005-01-01",0,0
"675","Bassendean (T)","2005-02-01",0,0
"676","Bassendean (T)","2005-03-01",0,0
"677","Bassendean (T)","2005-04-01",0,0
"678","Bassendean (T)","2005-05-01",0,0
"679","Bassendean (T)","2005-06-01",0,0
"680","Bassendean (T)","2005-07-01",0,0
"681","Bassendean (T)","2005-08-01",0,0
"682","Bassendean (T)","2005-09-01",0,0
"683","Bassendean (T)","2005-10-01",0,0
"684","Bassendean (T)","2005-11-01",0,0
"685","Bassendean (T)","2005-12-01",0,0
"686","Bassendean (T)","2006-01-01",0,0
"687","Bassendean (T)","2006-02-01",0,0
"688","Bassendean (T)","2006-03-01",0,0
"689","Bassendean (T)","2006-04-01",0,0
"690","Bassendean (T)","2006-05-01",0,0
"691","Bassendean (T)","2006-06-01",0,0
"692","Bassendean (T)","2006-07-01",0,0
"693","Bassendean (T)","2006-08-01",0,0
"694","Bassendean (T)","2006-09-01",0,0
"695","Bassendean (T)","2006-10-01",0,0
"696","Bassendean (T)","2006-11-01",0,0
"697","Bassendean (T)","2006-12-01",0,0
"698","Bassendean (T)","2007-01-01",1.05,1
"699","Bassendean (T)","2007-02-01",0,0
"700","Bassendean (T)","2007-03-01",0,0
"701","Bassendean (T)","2007-04-01",0,0
"702","Bassendean (T)","2007-05-01",0,0
"703","Bassendean (T)","2007-06-01",0,0
"704","Bassendean (T)","2007-07-01",0,0
"705","Bassendean (T)","2007-08-01",0,0
"706","Bassendean (T)","2007-09-01",0,0
"707","Bassendean (T)","2007-10-01",0,0
"708","Bassendean (T)","2007-11-01",0,0
"709","Bassendean (T)","2007-12-01",0,0
"710","Bassendean (T)","2008-01-01",0,0
"711","Bassendean (T)","2008-02-01",0,0
"712","Bassendean (T)","2008-03-01",0,0
"713","Bassendean (T)","2008-04-01",0,0
"714","Bassendean (T)","2008-05-01",2.205,2
"715","Bassendean (T)","2008-06-01",1,1
"716","Bassendean (T)","2008-07-01",0,0
"717","Bassendean (T)","2008-08-01",1.14,1
"718","Bassendean (T)","2008-09-01",1.02,1
"719","Bassendean (T)","2008-10-01",5.34,5
"720","Bassendean (T)","2008-11-01",6.245,6
"721","Bassendean (T)","2008-12-01",6.31,6
"722","Bassendean (T)","2009-01-01",2.125,2
"723","Bassendean (T)","2009-02-01",4.29,4
"724","Bassendean (T)","2009-03-01",10.537,7
"725","Bassendean (T)","2009-04-01",11.18,9
"726","Bassendean (T)","2009-05-01",11.17,6
"727","Bassendean (T)","2009-06-01",7.24,7
"728","Bassendean (T)","2009-07-01",10.945,10
"729","Bassendean (T)","2009-08-01",14.335,14
"730","Bassendean (T)","2009-09-01",7.73,7
"731","Bassendean (T)","2009-10-01",16.431,11
"732","Bassendean (T)","2009-11-01",14.21,13
"733","Bassendean (T)","2009-12-01",20.562,17
"734","Bassendean (T)","2010-01-01",18.45,16
"735","Bassendean (T)","2010-02-01",20.69,15
"736","Bassendean (T)","2010-03-01",24.157,17
"737","Bassendean (T)","2010-04-01",15.09,11
"738","Bassendean (T)","2010-05-01",32.61,15
"739","Bassendean (T)","2010-06-01",19.23,11
"740","Bassendean (T)","2010-07-01",30.794,19
"741","Bassendean (T)","2010-08-01",34.41,19
"742","Bassendean (T)","2010-09-01",59.914,32
"743","Bassendean (T)","2010-10-01",50.69,26
"744","Bassendean (T)","2010-11-01",35.38,20
"745","Bassendean (T)","2010-12-01",27.61,15
"746","Bassendean (T)","2011-01-01",53.684,30
"747","Bassendean (T)","2011-02-01",62.334,34
"748","Bassendean (T)","2011-03-01",88.614,41
"749","Bassendean (T)","2011-04-01",65.445,31
"750","Bassendean (T)","2011-05-01",100.432,57
"751","Bassendean (T)","2011-06-01",135.879,68
"752","Bassendean (T)","2011-07-01",54.669,28
"753","Bassendean (T)","2011-08-01",94.382,39
"754","Bassendean (T)","2011-09-01",79.17,32
"755","Bassendean (T)","2011-10-01",24.27,14
"756","Bassendean (T)","2011-11-01",28.359,15
"757","Bassendean (T)","2011-12-01",25.72,16
"758","Bassendean (T)","2012-01-01",53.684,30
"759","Bassendean (T)","2012-02-01",62.334,34
"760","Bassendean (T)","2012-03-01",88.614,41
"761","Bassendean (T)","2012-04-01",65.445,31
"762","Bassendean (T)","2012-05-01",100.432,57
"763","Bassendean (T)","2012-06-01",135.879,68
"764","Bassendean (T)","2012-07-01",54.669,28
"765","Bassendean (T)","2012-08-01",94.382,39
"766","Bassendean (T)","2012-09-01",79.17,32
"767","Bassendean (T)","2012-10-01",24.27,14
"768","Bassendean (T)","2012-11-01",28.359,15
"769","Bassendean (T)","2012-12-01",25.72,16
"770","Bassendean (T)","2013-01-01",48.11,25
"771","Bassendean (T)","2013-02-01",59.064,19
"772","Bassendean (T)","2013-03-01",22.964,9
"773","Bassendean (T)","2013-04-01",49.625,18
"774","Bassendean (T)","2013-05-01",38.28,19
"775","Bassendean (T)","2013-06-01",22.05,7
"776","Bassendean (T)","2013-07-01",12.9,5
"777","Bassendean (T)","2013-08-01",26.88,10
"778","Bassendean (T)","2013-09-01",28.79,9
"779","Bassendean (T)","2013-10-01",41.15,14
"780","Bassendean (T)","2013-11-01",36.812,11
"781","Bassendean (T)","2013-12-01",13.52,4
"782","Bassendean (T)","2014-01-01",58.3,8
"783","Bassendean (T)","2014-02-01",78.54,13
"784","Bassendean (T)","2014-03-01",27.12,10
"785","Bassendean (T)","2014-04-01",21.962,7
"786","Bassendean (T)","2014-05-01",48.907,16
"787","Bassendean (T)","2014-06-01",60.644,18
"788","Bassendean (T)","2014-07-01",45.8,14
"789","Bassendean (T)","2014-08-01",54.07,13
"790","Bassendean (T)","2014-09-01",118.7,17
"791","Bassendean (T)","2014-10-01",57.53,18
"792","Bassendean (T)","2014-11-01",83.25,10
"793","Bassendean (T)","2014-12-01",24.85,8
"794","Bassendean (T)","2015-01-01",22.5,7
"795","Bassendean (T)","2015-02-01",36.562,12
"796","Bassendean (T)","2015-03-01",98.78,11
"797","Bassendean (T)","2015-04-01",76.69,17
"798","Bassendean (T)","2015-05-01",38.16,11
"799","Bassendean (T)","2015-06-01",42.08,12
"800","Bassendean (T)","2015-07-01",44.765,12
"801","Bassendean (T)","2015-08-01",60.92,10
"802","Bassendean (T)","2015-09-01",42.25,7
"803","Bassendean (T)","2015-10-01",29.705,7
"804","Bassendean (T)","2015-11-01",176.235,13
"805","Bassendean (T)","2015-12-01",38.52,9
"806","Bassendean (T)","2016-01-01",27.005,8
"807","Bassendean (T)","2016-02-01",45.295,12
"808","Bassendean (T)","2016-03-01",62.1,16
"809","Bassendean (T)","2016-04-01",44.52,12
"810","Bassendean (T)","2016-05-01",71.04,12
"811","Bassendean (T)","2016-06-01",116.755,11
"812","Bassendean (T)","2016-07-01",75.525,11
"813","Bassendean (T)","2016-08-01",186.865,25
"814","Bassendean (T)","2016-09-01",52.512,13
"815","Bassendean (T)","2016-10-01",132.35,22
"816","Bassendean (T)","2016-11-01",185.225,55
"817","Bassendean (T)","2016-12-01",153.7,24
"818","Bassendean (T)","2017-01-01",92.325,18
"819","Bassendean (T)","2017-02-01",94.95,19
"820","Bassendean (T)","2017-03-01",215.355,25
"821","Bassendean (T)","2017-04-01",93.57,16
"822","Bassendean (T)","2017-05-01",271.912,46
"823","Bassendean (T)","2017-06-01",195.88,30
"824","Bassendean (T)","2017-07-01",102.96,16
"825","Bassendean (T)","2017-08-01",198.405,20
"826","Bassendean (T)","2017-09-01",99.895,24
"827","Bassendean (T)","2017-10-01",104.26,21
"828","Bassendean (T)","2017-11-01",305.415,21
"829","Bassendean (T)","2017-12-01",85.505,14
"830","Bassendean (T)","2018-01-01",70.905,14
"831","Bassendean (T)","2018-02-01",110.41,20
"832","Bassendean (T)","2018-03-01",79.45,15
"833","Bassendean (T)","2018-04-01",113.785,24
"834","Bassendean (T)","2018-05-01",82.79,16
"835","Bassendean (T)","2018-06-01",89.72,16
"836","Bassendean (T)","2018-07-01",116.07,20
"837","Bassendean (T)","2018-08-01",115.815,23
"838","Bassendean (T)","2018-09-01",92.92,16
"839","Bassendean (T)","2018-10-01",195.875,21
"840","Bassendean (T)","2018-11-01",208.035,40
"841","Bassendean (T)","2018-12-01",83.39,14
"842","Bassendean (T)","2019-01-01",107.6,20
"843","Bassendean (T)","2019-02-01",92.205,16
"844","Bassendean (T)","2019-03-01",138.4,20
"845","Bassendean (T)","2019-04-01",117.645,25
"846","Bassendean (T)","2019-05-01",87.605,14
"847","Bassendean (T)","2019-06-01",99.845,16
"848","Bassendean (T)","2019-07-01",76.32,14
"849","Bassendean (T)","2019-08-01",236.975,24
"850","Bassendean (T)","2019-09-01",81.97,14
"851","Bassendean (T)","2019-10-01",156.9,20
"852","Bassendean (T)","2019-11-01",193.255,27
"853","Bassendean (T)","2019-12-01",190.755,32
"854","Bayswater (C)","2001-04-01",0,0
"855","Bayswater (C)","2001-05-01",0,0
"856","Bayswater (C)","2001-06-01",0,0
"857","Bayswater (C)","2001-07-01",0,0
"858","Bayswater (C)","2001-08-01",0,0
"859","Bayswater (C)","2001-09-01",0,0
"860","Bayswater (C)","2001-10-01",0,0
"861","Bayswater (C)","2001-11-01",0,0
"862","Bayswater (C)","2001-12-01",0,0
"863","Bayswater (C)","2002-01-01",0,0
"864","Bayswater (C)","2002-02-01",0,0
"865","Bayswater (C)","2002-03-01",0,0
"866","Bayswater (C)","2002-04-01",0,0
"867","Bayswater (C)","2002-05-01",0,0
"868","Bayswater (C)","2002-06-01",0,0
"869","Bayswater (C)","2002-07-01",0,0
"870","Bayswater (C)","2002-08-01",0,0
"871","Bayswater (C)","2002-09-01",0,0
"872","Bayswater (C)","2002-10-01",0,0
"873","Bayswater (C)","2002-11-01",1.5,1
"874","Bayswater (C)","2002-12-01",0,0
"875","Bayswater (C)","2003-11-01",1.5,1
"876","Bayswater (C)","2004-01-01",0,0
"877","Bayswater (C)","2004-02-01",0,0
"878","Bayswater (C)","2004-03-01",0,0
"879","Bayswater (C)","2004-04-01",0,0
"880","Bayswater (C)","2004-05-01",0,0
"881","Bayswater (C)","2004-06-01",0,0
"882","Bayswater (C)","2004-07-01",0,0
"883","Bayswater (C)","2004-08-01",0,0
"884","Bayswater (C)","2004-09-01",0,0
"885","Bayswater (C)","2004-10-01",0,0
"886","Bayswater (C)","2004-11-01",0.16,1
"887","Bayswater (C)","2004-12-01",0,0
"888","Bayswater (C)","2005-01-01",0,0
"889","Bayswater (C)","2005-02-01",0,0
"890","Bayswater (C)","2005-03-01",0.08,1
"891","Bayswater (C)","2005-04-01",0,0
"892","Bayswater (C)","2005-05-01",0,0
"893","Bayswater (C)","2005-06-01",0,0
"894","Bayswater (C)","2005-07-01",0,0
"895","Bayswater (C)","2005-08-01",0,0
"896","Bayswater (C)","2005-09-01",0,0
"897","Bayswater (C)","2005-10-01",0,0
"898","Bayswater (C)","2005-11-01",0,0
"899","Bayswater (C)","2005-12-01",0,0
"900","Bayswater (C)","2006-01-01",0,0
"901","Bayswater (C)","2006-02-01",0,0
"902","Bayswater (C)","2006-03-01",0,0
"903","Bayswater (C)","2006-04-01",0,0
"904","Bayswater (C)","2006-05-01",0,0
"905","Bayswater (C)","2006-06-01",0,0
"906","Bayswater (C)","2006-07-01",0,0
"907","Bayswater (C)","2006-08-01",0,0
"908","Bayswater (C)","2006-09-01",0,0
"909","Bayswater (C)","2006-10-01",0,0
"910","Bayswater (C)","2006-11-01",0,0
"911","Bayswater (C)","2006-12-01",0,0
"912","Bayswater (C)","2007-01-01",0,0
"913","Bayswater (C)","2007-02-01",1.05,1
"914","Bayswater (C)","2007-03-01",1.05,1
"915","Bayswater (C)","2007-04-01",0,0
"916","Bayswater (C)","2007-05-01",0,0
"917","Bayswater (C)","2007-06-01",2.1,1
"918","Bayswater (C)","2007-07-01",0,0
"919","Bayswater (C)","2007-08-01",2.52,1
"920","Bayswater (C)","2007-09-01",2.91,2
"921","Bayswater (C)","2007-10-01",3.5,3
"922","Bayswater (C)","2007-11-01",0,0
"923","Bayswater (C)","2007-12-01",0,0
"924","Bayswater (C)","2008-01-01",1.55,1
"925","Bayswater (C)","2008-02-01",0,0
"926","Bayswater (C)","2008-03-01",1.2,1
"927","Bayswater (C)","2008-04-01",1.99,2
"928","Bayswater (C)","2008-05-01",6.125,4
"929","Bayswater (C)","2008-06-01",0,0
"930","Bayswater (C)","2008-07-01",8.23,8
"931","Bayswater (C)","2008-08-01",11.4,9
"932","Bayswater (C)","2008-09-01",9.1,6
"933","Bayswater (C)","2008-10-01",12.84,13
"934","Bayswater (C)","2008-11-01",13.91,12
"935","Bayswater (C)","2008-12-01",17.98,17
"936","Bayswater (C)","2009-01-01",19.87,17
"937","Bayswater (C)","2009-02-01",16.65,15
"938","Bayswater (C)","2009-03-01",24.617,22
"939","Bayswater (C)","2009-04-01",33.51,30
"940","Bayswater (C)","2009-05-01",37.92,31
"941","Bayswater (C)","2009-06-01",29.59,27
"942","Bayswater (C)","2009-07-01",45.45,39
"943","Bayswater (C)","2009-08-01",58.48,51
"944","Bayswater (C)","2009-09-01",42.295,28
"945","Bayswater (C)","2009-10-01",58.4,49
"946","Bayswater (C)","2009-11-01",92.544,70
"947","Bayswater (C)","2009-12-01",67.71,52
"948","Bayswater (C)","2010-01-01",75.105,51
"949","Bayswater (C)","2010-02-01",64.21,48
"950","Bayswater (C)","2010-03-01",93.324,67
"951","Bayswater (C)","2010-04-01",72.132,46
"952","Bayswater (C)","2010-05-01",83.265,52
"953","Bayswater (C)","2010-06-01",77.52,39
"954","Bayswater (C)","2010-07-01",89.99,48
"955","Bayswater (C)","2010-08-01",113.3,65
"956","Bayswater (C)","2010-09-01",156.65,72
"957","Bayswater (C)","2010-10-01",87.43,44
"958","Bayswater (C)","2010-11-01",145.955,67
"959","Bayswater (C)","2010-12-01",134.684,60
"960","Bayswater (C)","2011-01-01",231.003,110
"961","Bayswater (C)","2011-02-01",236.853,123
"962","Bayswater (C)","2011-03-01",310.149,151
"963","Bayswater (C)","2011-04-01",397.925,167
"964","Bayswater (C)","2011-05-01",668.79,308
"965","Bayswater (C)","2011-06-01",912.848,399
"966","Bayswater (C)","2011-07-01",407.638,183
"967","Bayswater (C)","2011-08-01",394.886,162
"968","Bayswater (C)","2011-09-01",420.884,166
"969","Bayswater (C)","2011-10-01",198.976,87
"970","Bayswater (C)","2011-11-01",126.455,73
"971","Bayswater (C)","2011-12-01",135.215,66
"972","Bayswater (C)","2012-01-01",231.003,110
"973","Bayswater (C)","2012-02-01",236.853,123
"974","Bayswater (C)","2012-03-01",310.149,151
"975","Bayswater (C)","2012-04-01",397.925,167
"976","Bayswater (C)","2012-05-01",668.79,308
"977","Bayswater (C)","2012-06-01",912.848,399
"978","Bayswater (C)","2012-07-01",407.638,183
"979","Bayswater (C)","2012-08-01",394.886,162
"980","Bayswater (C)","2012-09-01",420.884,166
"981","Bayswater (C)","2012-10-01",198.976,87
"982","Bayswater (C)","2012-11-01",126.455,73
"983","Bayswater (C)","2012-12-01",135.215,66
"984","Bayswater (C)","2013-01-01",237.427,86
"985","Bayswater (C)","2013-02-01",254.384,90
"986","Bayswater (C)","2013-03-01",178.19,66
"987","Bayswater (C)","2013-04-01",126.195,44
"988","Bayswater (C)","2013-05-01",253.913,73
"989","Bayswater (C)","2013-06-01",187.453,58
"990","Bayswater (C)","2013-07-01",204.156,61
"991","Bayswater (C)","2013-08-01",166.243,48
"992","Bayswater (C)","2013-09-01",99.51,30
"993","Bayswater (C)","2013-10-01",188.7,54
"994","Bayswater (C)","2013-11-01",135.838,42
"995","Bayswater (C)","2013-12-01",169.667,48
"996","Bayswater (C)","2014-01-01",166.45,39
"997","Bayswater (C)","2014-02-01",165.208,51
"998","Bayswater (C)","2014-03-01",186.55,52
"999","Bayswater (C)","2014-04-01",186.41,54
"1000","Bayswater (C)","2014-05-01",260.98,66
"1001","Bayswater (C)","2014-06-01",156.035,39
"1002","Bayswater (C)","2014-07-01",225.997,60
"1003","Bayswater (C)","2014-08-01",344.776,77
"1004","Bayswater (C)","2014-09-01",289.014,71
"1005","Bayswater (C)","2014-10-01",318.684,80
